UserID,Gender,Age,Occupation,Zipcode
1243,0,35,15,92627
1244,0,25,4,22030
1245,0,25,17,80461
1246,0,18,4,98225
1247,0,35,0,92649
1248,1,35,20,94598
1249,0,35,2,94587
1250,0,50,0,10573
1251,0,25,7,48188
1252,0,56,13,94134
1253,1,35,20,76205
1254,1,18,1,2144
1255,0,25,17,94110
1256,0,25,20,10002
1257,1,18,14,84101
1258,0,45,7,20879
1259,0,35,7,2020010
1260,0,25,17,28262
1261,0,18,4,40205
1262,0,25,4,22903
1263,0,1,10,81301
1264,0,25,1,53711
1265,1,18,20,49321
1266,0,25,4,18104
1267,0,25,15,12203
1268,0,50,2,10028
1269,1,56,13,1234
1270,0,25,6,12230
1271,1,45,6,54401
1272,0,18,20,49506
1273,0,35,2,19123
1274,0,45,7,37343
1275,0,50,17,39567
1276,0,35,17,94041
1277,1,18,0,6360
1278,0,18,4,98312
1279,0,35,1,98502
1280,0,1,10,97801
1281,0,25,19,97209
1282,0,50,1,98541
1283,1,18,1,94607
1284,0,45,16,33334
1285,0,35,4,98125
1286,0,35,17,92630
1287,1,50,7,94611
1288,1,35,19,92867
1289,0,45,6,78750
1290,0,35,0,91504
1291,1,35,0,10011
1292,0,25,7,94904
1293,0,25,5,60074
1294,1,50,20,11217
1295,1,35,6,90036
1296,0,1,0,75244
1297,0,25,7,92109
1298,0,35,6,33615
1299,0,25,14,2038
1300,0,1,10,97201
1301,1,25,2,10475
1302,0,18,4,85282
1303,0,25,19,94111
1304,0,25,14,97203
1305,0,45,20,94121
1306,0,25,3,64068
1307,0,56,13,75703
1308,0,1,10,75082
1309,0,25,14,76051
1310,0,45,0,92866
1311,0,18,10,90274
1312,0,25,14,60153
1313,0,18,4,43214
1314,1,18,4,68154
1315,0,35,7,75214
1316,0,50,2,50310
1317,0,45,7,98028
1318,0,18,16,94014
1319,1,25,3,98626
1320,0,25,4,22030
1321,1,25,14,34639
1322,0,56,0,94043
1323,1,35,2,11218
1324,0,35,16,7030
1325,0,25,1,75230
1326,1,25,0,98115
1327,0,1,10,12159
1328,0,35,14,60657
1329,0,18,14,60194
1330,0,56,1,95117
1331,0,45,0,12065
1332,0,25,7,2840
1333,0,25,17,6460
1334,0,50,7,10805
1335,0,35,0,14228
1336,1,50,20,95051
1337,0,56,17,97146
1338,0,25,0,94108
1339,0,35,18,85275
1340,0,25,7,14302
1341,0,18,7,11434
1342,0,35,0,94560
1343,0,35,14,91324
1344,1,25,9,43420
1345,1,25,2,75070
1346,0,35,20,27607
1347,1,18,1,11375
1348,1,1,10,4240
1349,0,50,7,13088
1350,1,35,0,90278
1351,1,25,17,98034
1352,0,35,20,94122
1353,0,1,10,95926
1354,1,25,2,94040
1355,1,45,20,4240
1356,1,18,4,91706
1357,0,45,0,34116
1358,0,35,17,49508
1359,0,35,1,10918
1360,0,25,20,14895
1361,1,25,0,97401
1362,0,35,12,75069
1363,0,50,7,1915
1364,1,45,2,97214
1365,1,1,10,61665
1366,0,1,10,89509
1367,0,25,12,53707
1368,1,25,3,50266
1369,0,25,5,12308
1370,0,35,2,92821
1371,1,50,2,60657
1372,0,1,10,95123
1373,1,25,1,55104
1374,0,50,1,91403
1375,1,45,5,95136
1376,1,45,1,32750
1377,0,35,16,65270
1378,1,45,7,21044
1379,1,56,13,93448
1380,0,1,10,58078
1381,0,18,11,89170
1382,1,45,1,92100
1383,1,25,7,19806
1384,0,18,10,98058
1385,1,25,5,90262
1386,1,25,0,7026
1387,1,50,13,94702
1388,0,56,20,87107
1389,0,25,17,19801
1390,0,35,16,99352
1391,0,35,15,20723
1392,0,45,3,90006
1393,0,18,4,6430
1394,1,25,3,94117
1395,0,25,2,7026
1396,1,25,12,94530
1397,0,35,7,55901
1398,1,56,16,94904
1399,0,18,17,10804
1400,0,25,7,92130
1401,1,18,1,94578
1402,0,18,4,90601
1403,1,25,0,53713
1404,0,50,16,91360
1405,0,56,13,33445
1406,0,25,4,91911
1407,1,35,15,53704
1408,0,25,0,90046
1409,0,18,4,97215
1410,0,50,7,94404
1411,0,35,1,8107
1412,0,25,17,94089
1413,0,18,3,98122
1414,0,18,4,85035
1415,0,45,14,22901
1416,0,25,14,98101
1417,0,35,16,10472
1418,0,18,4,48197
1419,1,25,1,95336
1420,0,18,4,1375
1421,1,1,10,53704
1422,0,35,17,55934
1423,0,25,4,8540
1424,0,35,0,28209
1425,0,1,10,8872
1426,0,18,14,94070
1427,0,25,12,21401
1428,1,45,11,40204
1429,1,35,3,11229
1430,0,18,4,97215
1431,0,56,6,91011
1432,0,35,1,94549
1433,1,18,14,49505
1434,1,1,10,495321
1435,0,25,14,48103
1436,1,50,6,97005
1437,0,50,3,89102
1438,0,18,2,21222
1439,0,35,3,98037
1440,0,35,12,94520
1441,0,35,16,54729
1442,0,18,2,12345
1443,0,35,2,98055
1444,1,25,4,91106
1445,0,25,2,98109
1446,0,35,12,10128
1447,0,18,4,80521
1448,1,25,3,17522
1449,0,35,20,17112
1450,0,18,4,94704
1451,0,35,20,90012
1452,1,56,13,90732
1453,0,25,14,19444
1454,0,18,4,93117
1455,1,45,0,92126
1456,0,25,2,98074
1457,0,25,1,95472
1458,0,1,0,8055
1459,1,25,0,80027
1460,1,18,4,95132
1461,1,45,0,94115
1462,0,35,16,95405
1463,0,50,16,92612-3417
1464,0,35,12,75063
1465,0,50,16,93003
1466,0,18,4,29201
1467,0,25,5,97007
1468,0,1,14,19147
1469,0,56,20,95420
1470,0,18,4,94118
1471,0,25,17,11106
1472,0,25,7,90248
1473,0,25,14,6511
1474,0,25,4,98115
1475,1,25,2,75075
1476,1,18,0,91030
1477,1,45,1,90601
1478,0,1,10,92620
1479,1,50,2,94501
1480,0,25,20,91367
1481,0,35,17,77096
1482,0,25,7,94132
1483,0,18,4,54481
1484,0,25,12,7054
1485,1,25,9,80538
1486,0,25,16,90638
1487,0,35,7,7644
1488,0,25,7,94538
1489,1,35,2,60201
1490,0,50,7,90505
1491,0,18,4,6511
1492,0,25,12,98102
1493,1,25,14,60657
1494,0,25,17,38104
1495,0,18,0,77341
1496,0,25,17,94108
1497,0,50,5,80220
1498,0,18,4,2139
1499,0,1,10,19343
1500,0,25,17,98115
1501,0,25,11,75801
1502,0,18,4,12188
1503,0,25,12,92688
1504,0,18,19,22030
1505,0,50,11,90041
1506,0,25,7,8550
1507,0,35,17,95476
1508,1,1,10,94539
1509,0,1,0,11803
1510,1,25,1,48067
1511,0,35,12,8902
1512,0,25,20,11102
1513,1,35,16,95003
1514,0,18,4,97215
1515,0,25,16,48324
1516,1,25,12,53154
1517,0,18,0,10002
1518,0,25,2,95831
1519,0,18,4,38120
1520,0,25,17,94506
1521,1,25,7,8902
1522,0,35,20,10025
1523,0,25,17,95209
1524,0,18,4,6459
1525,1,25,16,94706
1526,0,56,17,80538
1527,0,18,10,78230
1528,0,25,15,94903
1529,0,18,4,97266
1530,0,25,4,53711
1531,0,45,17,60462
1532,0,18,14,43613
1533,0,45,1,71711
1534,0,50,12,12184
1535,1,18,20,90036
1536,1,35,3,83001
1537,0,18,20,2446
1538,0,25,3,22601
1539,0,25,3,2359
1540,0,45,0,97214
1541,0,56,17,23464-3016
1542,0,18,17,12054
1543,0,25,11,10549
1544,0,25,12,63146
1545,0,25,20,20009
1546,0,25,4,22903
1547,0,56,13,2115
1548,0,35,1,53703
1549,0,35,6,20901
1550,0,18,4,11580
1551,0,25,11,20008
1552,0,45,20,10021
1553,1,25,15,64116
1554,1,35,12,17013
1555,1,18,0,20008
1556,0,18,4,48073
1557,1,18,4,10039
1558,0,18,6,60611
1559,0,35,8,10014
1560,1,25,3,85226
1561,1,18,4,11214
1562,0,18,20,43611
1563,1,1,10,87123
1564,0,50,1,1096
1565,0,45,17,78731
1566,0,35,16,77550
1567,0,25,12,6511
1568,1,1,10,94086
1569,1,56,13,7701
1570,0,18,17,75093
1571,0,25,20,98033
1572,1,25,3,2155
1573,0,1,0,77479
1574,0,25,6,81007
1575,1,50,7,94949
1576,1,45,9,85202
1577,0,56,0,72227-5733
1578,0,18,4,22201
1579,0,25,0,60201
1580,1,18,4,76201
1581,1,18,4,10003
1582,0,18,0,10705
1583,0,35,6,94115
1584,0,25,19,45701
1585,0,56,20,92315
1586,0,45,7,77351
1587,1,25,3,30308
1588,0,25,11,22043
1589,0,25,0,95136
1590,0,35,1,95003
1591,0,50,7,26501
1592,0,35,7,50111
1593,0,25,16,78411
1594,1,35,20,10013
1595,0,35,1,92683-1892
1596,1,18,5,48108
1597,0,25,12,10002
1598,0,35,13,76548
1599,0,25,0,92646
1600,0,35,7,8234
1601,0,25,12,83001
1602,1,25,7,10562
1603,1,25,0,13326
1604,0,25,11,50111
1605,1,18,0,28270
1606,1,35,3,55405
1607,0,45,1,2135
1608,0,25,11,75230
1609,1,35,9,6830
1610,0,25,11,55555
1611,0,25,0,3867
1612,0,25,17,11354
1613,0,18,20,61801
1614,0,35,0,90027
1615,1,45,7,10022
1616,0,25,0,16101
1617,0,25,12,44060
1618,0,50,0,44139
1619,0,50,3,48843
1620,0,25,20,48009
1621,0,25,4,11423
1622,0,18,4,53715
1623,0,50,15,7746
1624,0,25,0,6810
1625,0,45,0,4330
1626,0,18,4,10010
1627,0,18,17,91505
1628,0,18,20,90028
1629,0,18,4,10003
1630,0,45,17,91355
1631,1,50,0,94514
1632,0,25,16,94120
1633,1,45,7,99701
1634,1,56,0,38340
1635,0,25,0,97212
1636,1,25,19,60612
1637,0,56,0,90049
1638,1,18,17,95405
1639,0,25,17,95405
1640,0,35,17,95610
1641,0,25,0,95819
1642,0,50,13,62002
1643,0,45,2,90813
1644,0,18,12,90210
1645,1,18,9,62225
1646,0,25,20,90046
1647,0,18,18,98118
1648,0,50,14,85202
1649,0,18,19,98034
1650,0,25,19,94607
1651,0,25,12,94520
1652,0,25,16,98208
1653,0,18,0,94044
1654,1,45,0,94114
1655,0,18,4,94507
1656,0,25,17,94122
1657,1,45,0,10022
1658,1,35,6,94214
1659,1,18,9,99703
1660,1,25,2,94577
1661,0,35,7,80526
1662,0,25,12,94121
1663,0,18,4,77845
1664,1,18,4,76707
1665,0,45,17,87505
1666,0,25,14,15241
1667,0,50,16,98516
1668,0,35,2,95602
1669,1,25,17,75006
1670,1,56,13,95320
1671,0,35,0,98368
1672,0,25,17,93933
1673,0,1,10,98043-3621
1674,0,35,2,95816
1675,1,25,6,97116
1676,0,18,4,91301
1677,0,18,14,97123
1678,1,18,17,97070
1679,0,25,12,98052
1680,0,25,20,95380
1681,0,18,4,78705
1682,0,25,2,98102
1683,1,25,7,98109
1684,0,18,3,85226
1685,0,35,12,95833
1686,0,35,12,94062
1687,0,25,3,85013
1688,1,18,4,34243
1689,0,35,5,98465
1690,0,35,16,98029
1691,1,25,17,85301
1692,0,35,20,97333
1693,0,25,12,98684
1694,0,25,12,98116
1695,0,25,1,97206
1696,0,35,7,95765
1697,1,18,4,98052
1698,0,35,2,97214
1699,1,25,19,98102
1700,0,25,20,98119
1701,1,25,4,97233
1702,0,18,10,97303
1703,0,18,15,77047
1704,0,25,4,98926
1705,1,18,4,85033
1706,0,25,20,19134
1707,0,50,1,95070
1708,0,25,0,64106
1709,0,25,0,73147
1710,0,18,0,94530
1711,1,18,4,30134
1712,0,25,0,73003
1713,0,25,0,47421
1714,0,25,17,43212
1715,0,25,16,53406
1716,0,25,0,43229
1717,1,50,6,30307
1718,0,18,4,43235
1719,0,18,16,60523
1720,0,18,4,94720
1721,0,18,19,70043
1722,0,35,0,72058
1723,0,35,17,60103
1724,0,18,4,961
1725,0,18,19,67218
1726,0,25,2,60160
1727,0,35,16,50317
1728,0,18,4,11710-1641
1729,0,25,7,53715
1730,1,18,4,60137
1731,1,18,0,91601
1732,0,18,4,13655
1733,0,18,14,43725
1734,0,45,17,94602
1735,0,18,20,30605
1736,0,56,8,606
1737,0,35,20,46614
1738,0,35,16,30034
1739,0,56,16,77079
1740,0,56,1,96153
1741,0,35,7,91107
1742,0,25,15,8109
1743,0,35,17,77566
1744,0,35,12,50325
1745,0,45,0,94114
1746,0,25,4,33157
1747,0,25,0,90638
1748,0,50,1,4240
1749,0,25,2,10040
1750,0,50,5,10128
1751,0,35,20,77024
1752,0,25,3,96813
1753,0,35,6,90803
1754,0,18,19,27028
1755,1,18,4,77005
1756,1,25,1,75149
1757,0,25,4,75206
1758,1,25,0,33067-1400
1759,0,25,16,22112
1760,1,25,3,90016
1761,0,35,0,72058
1762,0,25,14,75230
1763,0,35,7,76248
1764,0,18,0,75149
1765,0,18,4,13655
1766,1,45,0,94566
1767,0,25,20,75205
1768,0,45,16,75067
1769,0,25,17,75240
1770,0,35,16,79605
1771,0,25,17,75044
1772,0,56,2,90680
1773,0,18,4,7030
1774,0,25,17,99003
1775,0,25,4,70115
1776,0,25,0,45801
1777,0,25,20,17022
1778,0,18,4,94704
1779,0,18,1,78133
1780,0,35,1,22181
1781,1,35,0,8009
1782,0,45,0,23454
1783,0,18,4,10027
1784,0,18,20,18104
1785,0,18,4,4901
1786,0,45,1,85721
1787,0,18,8,90210
1788,0,45,2,19104
1789,0,1,10,19116
1790,0,25,0,19152
1791,0,18,4,19146
1792,1,25,2,53523
1793,0,25,4,20008
1794,0,25,11,20878
1795,0,18,17,20724
1796,0,50,11,20852
1797,0,35,7,52003
1798,0,45,11,22204
1799,0,35,11,70118
1800,0,18,4,70118
1801,1,25,6,54729
1802,0,18,4,22903
1803,0,25,2,50021
1804,0,25,7,22314
1805,0,18,4,22401
1806,0,18,4,22032
1807,0,18,17,20742
1808,1,18,4,22031
1809,1,25,14,12189
1810,0,50,13,90210
1811,0,56,2,8825
1812,1,25,12,48103
1813,1,35,6,90035
1814,0,50,7,10014
1815,0,1,1,30707
1816,1,35,9,56007
1817,0,35,1,53706
1818,0,1,8,2254
1819,1,35,12,45249
1820,0,25,20,50265
1821,0,25,20,43315
1822,1,25,0,53713
1823,1,35,1,92801
1824,1,18,4,43560
1825,0,25,7,50310
1826,0,45,11,49265
1827,1,25,1,7721
1828,0,18,4,7030
1829,0,25,16,7302
1830,0,18,4,12180
1831,0,18,4,53190
1832,1,18,4,14433
1833,0,18,17,7030
1834,0,35,5,10990
1835,0,25,19,11501
1836,0,25,0,10016
1837,0,25,2,8817
1838,0,35,7,10011
1839,0,18,4,7940
1840,0,25,12,11217
1841,0,18,0,95037
1842,0,18,4,53190
1843,0,25,12,10014
1844,1,18,4,53711
1845,0,25,2,10002
1846,0,45,12,95051
1847,0,18,4,60047
1848,0,35,5,10011
1849,0,35,7,11747
1850,0,18,5,12582
1851,0,25,19,59602
1852,0,25,12,10036
1853,0,50,0,90803
1854,0,25,0,92346
1855,0,18,4,93004
1856,0,56,7,92065
1857,0,1,10,92106
1858,1,18,4,59715
1859,1,25,4,66049
1860,0,56,16,94591
1861,0,50,16,92129
1862,0,50,14,95129
1863,0,18,4,90048
1864,0,35,7,94306
1865,1,18,1,94606
1866,0,25,7,94043
1867,0,50,7,95008
1868,0,50,11,92346
1869,0,45,14,95148
1870,0,56,13,85248
1871,1,45,1,46774
1872,0,50,20,92106
1873,0,35,7,2127
1874,0,45,7,95076
1875,0,35,12,94107
1876,0,25,12,92024
1877,1,45,20,90069
1878,0,1,10,92846
1879,0,25,4,29732
1880,0,35,0,91006
1881,0,35,2,95008
1882,0,35,16,92352
1883,1,50,0,94521
1884,0,45,20,93108
1885,0,50,17,94611
1886,0,25,12,94086
1887,0,56,15,92119
1888,0,35,12,95124
1889,0,18,14,80023
1890,0,50,6,94702
1891,0,45,1,91335
1892,0,25,20,90066
1893,1,35,0,90024
1894,1,35,7,94602
1895,0,35,14,89119
1896,0,56,13,92115
1897,1,50,2,94530
1898,0,25,12,91101
1899,1,45,6,2135
1900,0,56,12,94109
1901,0,50,7,94024
1902,0,25,19,93536
1903,0,35,0,90401
1904,0,18,1,30115
1905,1,35,20,94118
1906,1,25,5,91311
1907,0,35,17,94804
1908,0,56,13,95129
1909,0,18,4,89146
1910,0,1,10,94707
1911,1,18,4,92805
1912,0,25,4,91325
1913,0,25,17,95126
1914,1,35,14,95051
1915,0,50,13,1938
1916,0,45,7,90405
1917,0,18,10,92704
1918,1,45,6,95209
1919,0,1,0,94525
1920,1,35,7,80122
1921,0,56,12,92780
1922,1,25,7,94303
1923,0,35,7,90026
1924,1,56,6,90630
1925,0,50,7,92886
1926,1,1,0,95404
1927,0,35,7,94806
1928,0,1,10,94501
1929,1,1,10,91107
1930,0,25,15,94550
1931,0,25,2,94114
1932,0,25,7,94114
1933,0,18,19,94703
1934,0,25,17,95014
1935,0,1,10,90405
1936,0,35,0,90026
1937,0,25,11,92335
1938,1,25,2,91351
1939,1,35,2,94930
1940,0,25,12,95158
1941,0,35,17,94550
1942,0,35,5,4901
1943,0,18,4,91501
1944,1,18,4,93107
1945,0,25,20,92866
1946,0,25,14,94110
1947,0,25,7,94041
1948,0,1,10,93111
1949,0,18,17,92595
1950,0,25,12,49024
1951,1,18,4,90630
1952,0,35,1,91030
1953,1,25,2,94566
1954,0,25,16,91402
1955,0,1,19,3109
1956,0,35,0,44280
1957,1,18,4,23185
1958,1,25,1,17055
1959,1,50,13,53092
1960,0,45,7,55555
1961,1,50,3,91911
1962,1,18,1,60914
1963,1,50,9,91941
1964,1,25,6,89523
1965,0,56,17,48304
1966,0,25,20,93637
1967,0,50,7,92116
1968,0,25,11,85258
1969,1,25,3,92116
1970,0,50,13,89052
1971,1,25,14,80230
1972,0,45,17,92111
1973,0,25,1,22903
1974,0,35,17,12159
1975,0,18,4,97361
1976,0,35,5,58703
1977,0,56,6,2726
1978,0,1,10,43357
1979,0,56,17,49506
1980,0,35,7,6460
1981,0,56,1,80303
1982,0,1,10,80540
1983,0,25,14,92109
1984,0,18,10,92130
1985,0,45,12,92122
1986,0,50,13,91977
1987,0,25,17,62629
1988,1,25,1,85224
1989,0,50,6,2090
1990,0,25,7,85257
1991,0,25,20,48309
1992,0,18,4,85259
1993,0,35,17,99508
1994,0,35,2,89012
1995,0,25,1,85364
1996,0,35,0,85621
1997,0,25,0,84108
1998,1,50,9,24018
1999,1,35,3,2113
2000,0,18,4,44685
2001,0,50,1,48197
2002,1,56,13,02136-1522
2003,0,1,10,80014
2004,0,45,19,53572
2005,0,18,4,58601
2006,0,35,0,66048
2007,0,50,16,80442
2008,0,25,3,48220
2009,1,35,7,60625
2010,0,18,4,81520
2011,1,35,3,1545
2012,0,25,4,49456
2013,0,45,0,60543
2014,0,18,4,53233
2015,0,18,4,1003
2016,1,56,2,20783
2017,0,25,17,35808
2018,0,35,16,46214
2019,0,50,1,27705
2020,0,25,7,45011
2021,0,25,0,61364
2022,0,25,7,60137
2023,0,18,4,56001
2024,0,1,19,6614
2025,0,56,13,3440
2026,0,50,16,49277
2027,1,25,9,48021
2028,0,45,6,44131
2029,1,25,12,10011
2030,0,25,4,77345
2031,0,35,20,60640
2032,0,50,14,44614
2033,1,45,20,91436
2034,1,45,2,1851
2035,1,18,0,45212
2036,1,25,14,90046
2037,0,56,14,2468
2038,1,45,1,33301
2039,0,50,16,60060
2040,1,25,7,2494
2041,1,25,20,24015
2042,0,1,10,79358
2043,0,25,14,37931
2044,1,45,0,49408
2045,1,1,0,24179
2046,0,35,1,91711
2047,0,1,10,6437
2048,0,50,6,49456
2049,1,50,0,13210
2050,1,35,3,99504
2051,0,35,7,93906
2052,0,1,10,46033
2053,0,45,11,6416
2054,0,25,12,3110
2055,0,50,11,49008
2056,0,25,4,56301
2057,0,35,1,49417
2058,1,56,1,6437
2059,0,35,0,44130
2060,0,1,1,48304
2061,0,56,1,44107
2062,0,18,4,44646
2063,0,25,4,43138
2064,0,35,1,1020
2065,0,25,6,46807
2066,1,25,6,53202
2067,0,50,16,6430
2068,1,35,12,43528
2069,0,56,15,79068
2070,1,35,6,13210
2071,0,45,7,1605
2072,1,50,12,21133
2073,1,18,4,13148
2074,0,18,4,48197
2075,1,25,4,13210
2076,0,18,4,13165
2077,0,18,0,55112
2078,0,18,4,13323
2079,0,1,10,45241
2080,0,25,11,37931
2081,0,18,17,49445
2082,0,1,19,48323
2083,0,18,4,64920
2084,0,18,4,23186
2085,0,18,0,6360
2086,0,35,14,48328
2087,0,25,0,37923-3112
2088,0,50,7,60618
2089,0,35,17,17601
2090,0,35,17,48313
2091,1,35,20,48044
2092,0,56,1,49006
2093,0,18,0,48322
2094,0,35,2,60061
2095,0,56,13,58504
2096,1,25,17,33990
2097,0,18,5,48504
2098,0,35,20,48067
2099,1,18,0,48823
2100,1,25,0,24017
2101,0,25,16,48309
2102,0,25,11,48825
2103,0,35,12,3062
2104,0,45,15,60035
2105,0,25,1,24060
2106,1,18,20,495321
2107,0,25,1,24060
2108,0,1,10,60462
2109,0,25,16,13090
2110,0,50,11,46802
2111,0,56,13,32806
2112,1,45,12,23116
2113,0,25,6,4456
2114,0,18,18,21740
2115,0,35,17,1519
2116,0,18,4,49546
2117,0,56,13,49307
2118,0,25,14,2148
2119,0,35,4,10036
2120,0,1,0,2780
2121,0,56,13,2356
2122,0,35,12,61614
2123,1,35,0,13064
2124,0,25,0,12306
2125,0,35,3,46033
2126,0,56,14,2632
2127,0,18,4,12309
2128,1,45,1,46737
2129,0,25,5,4103
2130,0,45,0,3060
2131,0,25,0,1701
2132,0,56,14,2632
2133,1,1,10,1607
2134,0,18,10,2780
2135,0,50,1,1778
2136,0,35,18,13027
2137,1,1,10,681
2138,1,18,4,88119
2139,1,50,3,33615
2140,0,45,14,46804
2141,1,50,16,48706
2142,1,45,14,46804
2143,0,18,4,32607
2144,0,18,0,46517
2145,0,18,10,32750
2146,0,18,2,96002
2147,1,18,0,60641
2148,1,18,0,81301
2149,0,25,0,60089
2150,1,18,4,22904
2151,0,56,13,33316
2152,0,18,4,22807
2153,0,18,16,97405
2154,0,25,12,68508
2155,1,1,10,50246
2156,0,18,19,55912
2157,1,18,3,45244
2158,0,25,12,60618
2159,1,50,14,60618
2160,1,18,19,46556
2161,1,35,2,95521
2162,1,1,10,35810
2163,0,18,0,87122
2164,0,35,0,95826
2165,0,25,7,32836
2166,0,1,10,99203
2167,1,25,6,95833
2168,0,1,10,60202
2169,0,1,0,95451
2170,1,50,16,99114
2171,0,35,0,48103
2172,0,18,20,60641
2173,0,50,13,87502
2174,0,50,12,87505
2175,0,25,4,99217
2176,0,1,19,73505
2177,1,35,20,95451
2178,0,45,14,85251
2179,1,25,0,28304
2180,0,25,12,27713-9225
2181,0,25,0,45245
2182,1,25,4,60443
2183,1,56,1,11795
2184,0,18,4,45403
2185,0,45,17,27502
2186,0,18,5,41018
2187,0,45,16,60126
2188,1,18,19,60641
2189,0,1,10,60148
2190,1,25,15,27603
2191,0,18,4,45231
2192,1,25,0,27713
2193,0,1,10,41011
2194,0,25,17,45233
2195,0,1,10,60148
2196,0,25,12,45140
2197,1,25,1,27515
2198,1,35,9,46815
2199,0,1,10,60613
2200,0,35,1,60016
2201,0,56,20,46804
2202,1,1,10,11743
2203,0,45,12,53718
2204,0,56,3,94941
2205,1,25,7,10016
2206,0,45,7,11201
2207,0,18,4,7508
2208,0,25,0,10006
2209,0,35,7,10011
2210,0,45,17,88005-4313
2211,0,45,6,1950
2212,0,18,4,80521
2213,1,25,0,60622
2214,1,25,1,46807
2215,1,25,0,93940
2216,1,25,20,60612
2217,0,1,10,44906
2218,0,35,17,64153
2219,0,25,6,60060
2220,1,50,3,95451-9554
2221,0,56,17,94931
2222,1,45,1,13088
2223,0,25,2,60123
2224,0,25,12,60025
2225,0,25,5,96815
2226,1,25,7,27514
2227,0,50,14,60016
2228,0,25,12,60025
2229,0,45,0,61821
2230,1,45,1,60302
2231,0,50,11,85726
2232,0,25,14,60061
2233,1,35,3,60187
2234,0,56,1,85718
2235,0,1,10,46324
2236,0,1,10,96782
2237,1,35,6,14905
2238,1,25,4,32607
2239,0,18,10,60148
2240,0,45,12,64117
2241,0,45,5,60647
2242,0,18,4,60115
2243,0,45,2,86701
2244,0,1,10,60565
2245,0,1,10,60007
2246,0,25,0,60622
2247,0,45,2,60613
2248,1,35,12,46755
2249,0,25,5,60466
2250,0,18,19,60010
2251,0,35,14,60626
2252,1,18,1,1562
2253,1,50,0,46815
2254,0,35,5,33317
2255,1,35,6,44303
2256,1,45,15,59840
2257,1,18,4,59715
2258,1,18,4,10033
2259,1,56,16,70503
2260,1,25,20,46835
2261,0,25,5,33025
2262,0,45,17,48116
2263,0,25,6,70508
2264,1,45,7,37877
2265,0,56,13,60506
2266,1,50,2,48118
2267,1,56,13,37774
2268,1,35,1,46774
2269,1,45,0,11217
2270,0,18,1,14620
2271,0,50,14,13210
2272,0,25,0,71731
2273,0,25,6,23235
2274,0,18,2,31401
2275,0,56,7,39211
2276,0,56,13,44143
2277,1,45,9,13035
2278,0,50,17,1536
2279,0,50,7,8816
2280,0,56,6,74105
2281,0,45,11,48104
2282,0,50,2,32117
2283,0,35,18,44708
2284,0,25,20,90024
2285,1,1,10,13090
2286,0,35,17,82604
2287,0,56,0,6082
2288,0,1,10,13066
2289,1,50,1,52002
2290,0,25,0,61021
2291,0,45,1,13214
2292,0,50,15,13039
2293,1,56,3,48130
2294,0,56,13,48108
2295,0,45,11,72316
2296,1,25,6,22923
2297,0,56,13,52003
2298,0,35,17,77584
2299,1,18,10,13090
2300,0,56,13,49423
2301,1,25,12,2478
2302,0,50,12,48104
2303,0,50,17,8055
2304,0,45,12,94103
2305,0,50,20,48104
2306,1,18,4,2138
2307,0,25,17,2140
2308,1,45,16,48103
2309,1,45,0,8901
2310,0,45,12,48130
2311,1,25,4,22902
2312,0,45,0,13131
2313,1,50,6,48103-4711
2314,1,25,1,13210
2315,0,56,7,48114
2316,0,35,0,13207
2317,1,45,9,57108
2318,0,56,7,48114
2319,0,35,7,48104
2320,1,50,1,6043
2321,0,25,7,30115
2322,1,56,13,48105
2323,0,35,3,13088
2324,0,35,17,50321
2325,1,18,4,27708
2326,0,18,4,1040
2327,0,18,10,48169
2328,0,56,7,13212
2329,1,56,15,97367
2330,0,45,7,48103
2331,0,56,1,48104
2332,0,56,14,1545
2333,0,50,6,13035
2334,1,56,7,1562
2335,0,50,17,48197
2336,0,35,18,13146
2337,0,35,17,49424
2338,0,45,17,13152
2339,1,56,3,52003
2340,0,35,2,48104
2341,0,56,1,13210
2342,0,35,3,48107
2343,1,45,1,1604
2344,0,25,12,2139
2345,0,35,16,98031
2346,1,1,10,48105
2347,0,35,1,48116
2348,0,50,12,6082
2349,0,25,8,50309
2350,0,18,4,44312
2351,1,25,0,11106
2352,0,50,13,41076
2353,1,35,9,61270
2354,0,35,11,94306
2355,1,45,9,13203
2356,1,50,16,13207
2357,1,35,14,13316
2358,1,56,6,6074
2359,0,56,13,13685
2360,0,50,6,13210
2361,0,56,7,49423
2362,0,25,14,94110
2363,0,50,14,95823
2364,1,56,9,13078
2365,0,50,7,13203
2366,1,45,16,1532
2367,1,25,9,49424
2368,1,56,13,13057
2369,0,35,14,6040
2370,0,50,1,13215
2371,1,35,7,6082
2372,1,45,7,1602
2373,0,45,7,94109
2374,0,25,14,94404
2375,1,50,7,13027
2376,0,25,1,13210
2377,0,35,0,6108
2378,0,25,3,75150
2379,0,18,18,13045
2380,0,25,4,22903
2381,1,35,9,13066
2382,0,50,13,59715
2383,1,25,14,95125
2384,0,35,17,62034
2385,1,45,2,1545
2386,1,25,0,6040
2387,0,25,17,32224
2388,0,56,5,6082
2389,0,25,16,37922
2390,1,25,6,33076
2391,0,50,18,13126
2392,1,56,3,6040
2393,0,56,13,13123
2394,0,35,6,37923
2395,0,35,7,8021
2396,1,18,0,22102
2397,1,35,11,43201
2398,0,25,0,98122
2399,0,35,17,11355
2400,1,25,16,95687
2401,0,25,4,22901
2402,0,45,17,32024
2403,0,18,4,37743
